<br.com.caelum.vraptor.http.DefaultResourceTranslator: br.com.caelum.vraptor.resource.ResourceMethod translate(br.com.caelum.vraptor.core.RequestInfo)>/request#_48
<ognl.ASTMethod: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack258
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack13
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack220
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack22
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack150
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack28
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack134
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack142
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack106
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack32
<ognl.ASTProperty: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack36
<br.com.caelum.vraptor.ioc.guice.VRaptorAbstractModule$4: br.com.caelum.vraptor.http.MutableResponse get()>/$stack2
<br.com.caelum.vraptor.ioc.guice.VRaptorAbstractModule$4: java.lang.Object get()>/$stack1
<ognl.ASTVarRef: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack10
<br.com.caelum.vraptor.http.ognl.ArrayAccessor: void setProperty(java.util.Map,java.lang.Object,java.lang.Object,java.lang.Object)>/$stack18
<br.com.caelum.vraptor.ioc.guice.VRaptorAbstractModule$3: javax.servlet.http.HttpSession get()>/$stack2
<ognl.ASTThisVarRef: java.lang.Object getValueBody(ognl.OgnlContext,java.lang.Object)>/$stack3
<org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory: javax.servlet.ServletRequest getObject()>/$stack2
<org.springframework.web.context.support.WebApplicationContextUtils$RequestObjectFactory: java.lang.Object getObject()>/$stack1
<ognl.ASTStaticMethod: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack36
<br.com.caelum.vraptor.http.VRaptorRequest: java.lang.String toString()>/$stack4
<ognl.ASTCtor: java.lang.Object getValueBody(ognl.OgnlContext,java.lang.Object)>/converter#_101
<br.com.caelum.vraptor.restfulie.controller.ResourceControllerInterceptor: br.com.caelum.vraptor.restfulie.hypermedia.HypermediaResource retrieveResource(java.lang.Class)>/$stack12
<br.com.caelum.vraptor.resource.DefaultResourceNotFoundHandler: void couldntFind(br.com.caelum.vraptor.core.RequestInfo)>/chain#_39
<ognl.enhance.ContextClassLoader: java.lang.Class findClass(java.lang.String)>/$stack5
<ognl.enhance.ContextClassLoader: java.lang.Class findClass(java.lang.String)>/$stack9
<ognl.ObjectPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack38
<ognl.ObjectPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack41
<ognl.ObjectPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack93
<ognl.ObjectPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack95
<ognl.ObjectPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack98
<ognl.OgnlRuntime: java.lang.Object getConvertedType(ognl.OgnlContext,java.lang.Object,java.lang.reflect.Member,java.lang.String,java.lang.Object,java.lang.Class)>/$stack6
<ognl.OgnlRuntime: java.lang.reflect.Method getConvertedMethodAndArgs(ognl.OgnlContext,java.lang.Object,java.lang.String,java.util.List,java.lang.Object[],java.lang.Object[])>/converter#_1074
<ognl.OgnlRuntime: java.lang.reflect.Constructor getConvertedConstructorAndArgs(ognl.OgnlContext,java.lang.Object,java.util.List,java.lang.Object[],java.lang.Object[])>/converter#_1096
<ognl.OgnlRuntime: java.lang.Object callConstructor(ognl.OgnlContext,java.lang.String,java.lang.Object[])>/$stack17
<ognl.OgnlRuntime: java.lang.Object getMethodValue(ognl.OgnlContext,java.lang.Object,java.lang.String,boolean)>/$stack14
<ognl.OgnlRuntime: boolean setMethodValue(ognl.OgnlContext,java.lang.Object,java.lang.String,java.lang.Object,boolean)>/$stack19
<ognl.OgnlRuntime: java.lang.Object getFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,boolean)>/$stack19
<ognl.OgnlRuntime: java.lang.Object getFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,boolean)>/$stack12
<ognl.OgnlRuntime: java.lang.Object getFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,boolean)>/$stack15
<ognl.OgnlRuntime: boolean setFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,java.lang.Object)>/$stack12
<ognl.OgnlRuntime: boolean setFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,java.lang.Object)>/$stack16
<ognl.OgnlRuntime: boolean setFieldValue(ognl.OgnlContext,java.lang.Object,java.lang.String,java.lang.Object)>/$stack34
<ognl.OgnlRuntime: boolean isFieldAccessible(ognl.OgnlContext,java.lang.Object,java.lang.reflect.Field,java.lang.String)>/$stack4
<ognl.OgnlRuntime: boolean isMethodAccessible(ognl.OgnlContext,java.lang.Object,java.lang.reflect.Method,java.lang.String)>/$stack4
<ognl.OgnlRuntime: java.lang.reflect.Method getMethod(ognl.OgnlContext,java.lang.Class,java.lang.String,ognl.Node[],boolean)>/$stack70
<ognl.OgnlRuntime: java.lang.reflect.Method getMethod(ognl.OgnlContext,java.lang.Class,java.lang.String,ognl.Node[],boolean)>/$stack79
<ognl.OgnlRuntime: java.lang.String getChildSource(ognl.OgnlContext,java.lang.Object,ognl.Node,boolean)>/$stack44
<ognl.OgnlRuntime: java.lang.String getChildSource(ognl.OgnlContext,java.lang.Object,ognl.Node,boolean)>/$stack13
<ognl.OgnlRuntime: java.lang.String getChildSource(ognl.OgnlContext,java.lang.Object,ognl.Node,boolean)>/$stack37
<ognl.enhance.ExpressionCompiler: java.lang.String castExpression(ognl.OgnlContext,ognl.Node,java.lang.String)>/$stack78
<ognl.enhance.ExpressionCompiler: java.lang.String castExpression(ognl.OgnlContext,ognl.Node,java.lang.String)>/$stack81
<ognl.enhance.ExpressionCompiler: java.lang.Class getRootExpressionClass(ognl.Node,ognl.OgnlContext)>/$stack4
<ognl.enhance.ExpressionCompiler: java.lang.Class getRootExpressionClass(ognl.Node,ognl.OgnlContext)>/$stack5
<ognl.ArrayPropertyAccessor: void setProperty(java.util.Map,java.lang.Object,java.lang.Object,java.lang.Object)>/converter#_109
<ognl.ArrayPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack8
<ognl.ArrayPropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack19
<ognl.ArrayPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack9
<ognl.ArrayPropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/$stack48
<org.mockito.internal.MockHandler: java.lang.Object handle(org.mockito.internal.invocation.Invocation)>/$stack28
<ognl.ASTSequence: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/$stack75
<javax.servlet.FilterChain: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse)>/@parameter0
<org.mockito.stubbing.OngoingStubbing: org.mockito.stubbing.OngoingStubbing thenReturn(java.lang.Object)>/@parameter0
<org.picocontainer.MutablePicoContainer: org.picocontainer.MutablePicoContainer addComponent(java.lang.Object)>/@parameter0
<org.mockito.stubbing.Stubber: java.lang.Object when(java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.scan.WebAppBootstrap: void configure(br.com.caelum.vraptor.ComponentRegistry)>/@parameter0
<br.com.caelum.vraptor.core.Converters: br.com.caelum.vraptor.Converter to(java.lang.Class)>/@parameter0
<org.hamcrest.Description: org.hamcrest.Description appendValue(java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.restfulie.headers.RestDefaults: java.util.Calendar getLastModifiedFor(br.com.caelum.vraptor.restfulie.hypermedia.HypermediaResource)>/@parameter0
<br.com.caelum.vraptor.restfulie.headers.RestDefaults: java.lang.String getEtagFor(br.com.caelum.vraptor.restfulie.hypermedia.HypermediaResource)>/@parameter0
<br.com.caelum.vraptor.core.StaticContentHandler: boolean requestingStaticFile(javax.servlet.http.HttpServletRequest)>/@parameter0
<br.com.caelum.vraptor.core.StaticContentHandler: void deferProcessingToContainer(javax.servlet.FilterChain,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter0
<br.com.caelum.vraptor.core.InterceptorStack: void next(br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.serialization.NoRootSerialization: br.com.caelum.vraptor.serialization.Serializer from(java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.core.MethodInfo: void setResourceMethod(br.com.caelum.vraptor.resource.ResourceMethod)>/@parameter0
<ognl.TypeConverter: java.lang.Object convertValue(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String,java.lang.Object,java.lang.Class)>/@parameter0
<br.com.caelum.vraptor.restfulie.hypermedia.HypermediaResource: void configureRelations(br.com.caelum.vraptor.restfulie.relation.RelationBuilder)>/@parameter0
<br.com.caelum.vraptor.http.UrlToResourceTranslator: br.com.caelum.vraptor.resource.ResourceMethod translate(br.com.caelum.vraptor.core.RequestInfo)>/@parameter0
<br.com.caelum.vraptor.resource.ResourceNotFoundHandler: void couldntFind(br.com.caelum.vraptor.core.RequestInfo)>/@parameter0
<br.com.caelum.vraptor.resource.MethodNotAllowedHandler: void deny(br.com.caelum.vraptor.core.RequestInfo,java.util.Set)>/@parameter0
<javax.servlet.RequestDispatcher: void forward(javax.servlet.ServletRequest,javax.servlet.ServletResponse)>/@parameter0
<br.com.caelum.vraptor.serialization.RepresentationResult: br.com.caelum.vraptor.serialization.Serializer from(java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.interceptor.Interceptor: boolean accepts(br.com.caelum.vraptor.resource.ResourceMethod)>/@parameter0
<br.com.caelum.vraptor.interceptor.Interceptor: void intercept(br.com.caelum.vraptor.core.InterceptorStack,br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/@parameter0
<javax.servlet.RequestDispatcher: void include(javax.servlet.ServletRequest,javax.servlet.ServletResponse)>/@parameter0
<br.com.caelum.vraptor.proxy.Proxifier: boolean isProxy(java.lang.Object)>/@parameter0
<net.vidageek.mirror.provider.ReflectionProvider: net.vidageek.mirror.provider.FieldReflectionProvider getFieldReflectionProvider(java.lang.Object,java.lang.Class,java.lang.reflect.Field)>/@parameter0
<ognl.enhance.OgnlExpressionCompiler: java.lang.Class getSuperOrInterfaceClass(java.lang.reflect.Method,java.lang.Class)>/@parameter0
<ognl.MemberAccess: boolean isAccessible(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String)>/@parameter0
<br.com.caelum.vraptor.interceptor.download.Download: void write(javax.servlet.http.HttpServletResponse)>/@parameter0
<br.com.caelum.vraptor.restfulie.RestHeadersHandler: void handle(br.com.caelum.vraptor.restfulie.hypermedia.HypermediaResource)>/@parameter0
<org.springframework.web.context.ConfigurableWebApplicationContext: void setServletContext(javax.servlet.ServletContext)>/@parameter0
<net.vidageek.mirror.provider.ReflectionProvider: net.vidageek.mirror.provider.MethodReflectionProvider getMethodReflectionProvider(java.lang.Object,java.lang.Class,java.lang.reflect.Method)>/@parameter0
<ognl.MemberAccess: java.lang.Object setup(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String)>/@parameter0
<ognl.MemberAccess: void restore(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String,java.lang.Object)>/@parameter0
<br.com.caelum.vraptor.http.EncodingHandler: void setEncoding(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter0
<javax.servlet.FilterChain: void doFilter(javax.servlet.ServletRequest,javax.servlet.ServletResponse)>/@parameter1
<ognl.Node: java.lang.Object getValue(ognl.OgnlContext,java.lang.Object)>/@parameter1
<ognl.JavaSource: java.lang.String toGetSourceString(ognl.OgnlContext,java.lang.Object)>/@parameter1
<com.google.common.collect.Multimap: boolean put(java.lang.Object,java.lang.Object)>/@parameter1
<ognl.SimpleNode: java.lang.Object getValueBody(ognl.OgnlContext,java.lang.Object)>/@parameter1
<br.com.caelum.vraptor.core.StaticContentHandler: void deferProcessingToContainer(javax.servlet.FilterChain,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter1
<org.slf4j.Logger: void trace(java.lang.String,java.lang.Object)>/@parameter1
<br.com.caelum.vraptor.core.InterceptorStack: void next(br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/@parameter1
<ognl.Node: void setValue(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/@parameter1
<ognl.JavaSource: java.lang.String toSetSourceString(ognl.OgnlContext,java.lang.Object)>/@parameter1
<br.com.caelum.vraptor.Converter: java.lang.Object convert(java.lang.String,java.lang.Class,java.util.ResourceBundle)>/@parameter1
<ognl.TypeConverter: java.lang.Object convertValue(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String,java.lang.Object,java.lang.Class)>/@parameter1
<br.com.caelum.vraptor.http.route.ParametersControl: void fillIntoRequest(java.lang.String,br.com.caelum.vraptor.http.MutableRequest)>/@parameter1
<javax.servlet.RequestDispatcher: void forward(javax.servlet.ServletRequest,javax.servlet.ServletResponse)>/@parameter1
<br.com.caelum.vraptor.interceptor.Interceptor: void intercept(br.com.caelum.vraptor.core.InterceptorStack,br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/@parameter1
<javax.servlet.RequestDispatcher: void include(javax.servlet.ServletRequest,javax.servlet.ServletResponse)>/@parameter1
<br.com.caelum.vraptor.deserialization.Deserializers: br.com.caelum.vraptor.deserialization.Deserializer deserializerFor(java.lang.String,br.com.caelum.vraptor.ioc.Container)>/@parameter1
<ognl.PropertyAccessor: java.lang.String getSourceAccessor(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/@parameter1
<ognl.MemberAccess: boolean isAccessible(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String)>/@parameter1
<ognl.PropertyAccessor: java.lang.String getSourceSetter(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/@parameter1
<ognl.enhance.ExpressionAccessor: void set(ognl.OgnlContext,java.lang.Object,java.lang.Object)>/@parameter1
<ognl.MemberAccess: java.lang.Object setup(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String)>/@parameter1
<ognl.MemberAccess: void restore(java.util.Map,java.lang.Object,java.lang.reflect.Member,java.lang.String,java.lang.Object)>/@parameter1
<com.thoughtworks.xstream.MarshallingStrategy: void marshal(com.thoughtworks.xstream.io.HierarchicalStreamWriter,java.lang.Object,com.thoughtworks.xstream.converters.ConverterLookup,com.thoughtworks.xstream.mapper.Mapper,com.thoughtworks.xstream.converters.DataHolder)>/@parameter1
<br.com.caelum.vraptor.http.EncodingHandler: void setEncoding(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter1
<br.com.caelum.vraptor.core.StaticContentHandler: void deferProcessingToContainer(javax.servlet.FilterChain,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)>/@parameter2
<br.com.caelum.vraptor.http.route.Router: br.com.caelum.vraptor.resource.ResourceMethod parse(java.lang.String,br.com.caelum.vraptor.resource.HttpMethod,br.com.caelum.vraptor.http.MutableRequest)>/@parameter2
<ognl.enhance.OgnlExpressionCompiler: java.lang.String createLocalReference(ognl.OgnlContext,java.lang.String,java.lang.Class)>/@parameter2
<br.com.caelum.vraptor.http.ParametersProvider: java.lang.Object[] getParametersFor(br.com.caelum.vraptor.resource.ResourceMethod,java.util.List,java.util.ResourceBundle)>/@parameter2
<br.com.caelum.vraptor.interceptor.Interceptor: void intercept(br.com.caelum.vraptor.core.InterceptorStack,br.com.caelum.vraptor.resource.ResourceMethod,java.lang.Object)>/@parameter2
